0.144736,0.000000
0.143793,0.001000
0.142798,0.002000
0.141750,0.003000
0.140654,0.004000
0.139519,0.005000
0.138329,0.006000
0.137092,0.007000
0.135812,0.008000
0.134482,0.009000
0.133107,0.010000
0.131692,0.011000
0.130235,0.012000
0.128746,0.013000
0.127219,0.014000
0.125650,0.015000
0.124040,0.016000
0.122388,0.017000
0.120704,0.018000
0.118974,0.019000
0.117216,0.020000
0.115424,0.021000
0.113596,0.022000
0.111744,0.023000
0.109863,0.024000
0.107956,0.025000
0.106020,0.026000
0.104058,0.027000
0.102060,0.028000
0.100040,0.029000
0.097992,0.030000
0.095923,0.031000
0.093844,0.032000
0.091742,0.033000
0.089623,0.034000
0.087476,0.035000
0.085310,0.036000
0.083125,0.037000
0.080924,0.038000
0.078700,0.039000
0.076458,0.040000
0.074197,0.041000
0.071919,0.042000
0.069630,0.043000
0.067324,0.044000
0.065013,0.045000
0.062689,0.046000
0.060360,0.047000
0.058027,0.048000
0.055692,0.049000
0.053360,0.050000
0.051017,0.051000
0.048666,0.052000
0.046312,0.053000
0.043947,0.054000
0.041578,0.055000
0.039216,0.056000
0.036856,0.057000
0.034495,0.058000
0.032128,0.059000
0.029762,0.060000
0.027397,0.061000
0.025037,0.062000
0.022685,0.063000
0.020342,0.064000
0.018006,0.065000
0.015671,0.066000
0.013355,0.067000
0.011049,0.068000
0.008754,0.069000
0.006468,0.070000
0.004189,0.071000
0.001923,0.072000
-0.000326,0.073000
-0.002562,0.074000
-0.004786,0.075000
-0.006989,0.076000
-0.009175,0.077000
-0.011347,0.078000
-0.013503,0.079000
-0.015637,0.080000
-0.017751,0.081000
-0.019845,0.082000
-0.021917,0.083000
-0.023965,0.084000
-0.025994,0.085000
-0.028004,0.086000
-0.029985,0.087000
-0.031942,0.088000
-0.033879,0.089000
-0.035800,0.090000
-0.037696,0.091000
-0.039571,0.092000
-0.041425,0.093000
-0.043251,0.094000
-0.045049,0.095000
-0.046818,0.096000
-0.048563,0.097000
-0.050277,0.098000
-0.051961,0.099000
-0.053608,0.100000
-0.055227,0.101000
-0.056810,0.102000
-0.058361,0.103000
-0.059880,0.104000
-0.061366,0.105000
-0.062815,0.106000
-0.064236,0.107000
-0.065623,0.108000
-0.066976,0.109000
-0.068291,0.110000
-0.069573,0.111000
-0.070820,0.112000
-0.072037,0.113000
-0.073222,0.114000
-0.074369,0.115000
-0.075477,0.116000
-0.076548,0.117000
-0.077578,0.118000
-0.078570,0.119000
-0.079530,0.120000
-0.080456,0.121000
-0.081338,0.122000
-0.082187,0.123000
-0.082995,0.124000
-0.083765,0.125000
-0.084497,0.126000
-0.085191,0.127000
-0.085850,0.128000
-0.086474,0.129000
-0.087064,0.130000
-0.087622,0.131000
-0.088142,0.132000
-0.088627,0.133000
-0.089080,0.134000
-0.089493,0.135000
-0.089872,0.136000
-0.090207,0.137000
-0.090504,0.138000
-0.090767,0.139000
-0.090990,0.140000
-0.091176,0.141000
-0.091320,0.142000
-0.091427,0.143000
-0.091493,0.144000
-0.091513,0.145000
-0.091501,0.146000
-0.091451,0.147000
-0.091366,0.148000
-0.091243,0.149000
-0.091091,0.150000
-0.090903,0.151000
-0.090683,0.152000
-0.090438,0.153000
-0.090156,0.154000
-0.089839,0.155000
-0.089491,0.156000
-0.089103,0.157000
-0.088683,0.158000
-0.088228,0.159000
-0.087740,0.160000
-0.087221,0.161000
-0.086673,0.162000
-0.086093,0.163000
-0.085488,0.164000
-0.084850,0.165000
-0.084186,0.166000
-0.083490,0.167000
-0.082767,0.168000
-0.082018,0.169000
-0.081242,0.170000
-0.080443,0.171000
-0.079612,0.172000
-0.078745,0.173000
-0.077848,0.174000
-0.076921,0.175000
-0.075972,0.176000
-0.074993,0.177000
-0.073999,0.178000
-0.072982,0.179000
-0.071945,0.180000
-0.070878,0.181000
-0.069792,0.182000
-0.068693,0.183000
-0.067574,0.184000
-0.066433,0.185000
-0.065269,0.186000
-0.064087,0.187000
-0.062891,0.188000
-0.061678,0.189000
-0.060449,0.190000
-0.059209,0.191000
-0.057962,0.192000
-0.056700,0.193000
-0.055425,0.194000
-0.054136,0.195000
-0.052841,0.196000
-0.051541,0.197000
-0.050227,0.198000
-0.048909,0.199000
-0.047579,0.200000
-0.046239,0.201000
-0.044884,0.202000
-0.043519,0.203000
-0.042142,0.204000
-0.040755,0.205000
-0.039360,0.206000
-0.037950,0.207000
-0.036540,0.208000
-0.035127,0.209000
-0.033704,0.210000
-0.032276,0.211000
-0.030846,0.212000
-0.029411,0.213000
-0.027974,0.214000
-0.026532,0.215000
-0.025086,0.216000
-0.023639,0.217000
-0.022198,0.218000
-0.020756,0.219000
-0.019317,0.220000
-0.017887,0.221000
-0.016454,0.222000
-0.015027,0.223000
-0.013598,0.224000
-0.012170,0.225000
-0.010749,0.226000
-0.009328,0.227000
-0.007920,0.228000
-0.006514,0.229000
-0.005109,0.230000
-0.003717,0.231000
-0.002329,0.232000
-0.000951,0.233000
0.000418,0.234000
0.001776,0.235000
0.003120,0.236000
0.004454,0.237000
0.005775,0.238000
0.007084,0.239000
0.008381,0.240000
0.009663,0.241000
0.010929,0.242000
0.012184,0.243000
0.013423,0.244000
0.014647,0.245000
0.015854,0.246000
0.017035,0.247000
0.018206,0.248000
0.019364,0.249000
0.020511,0.250000
0.021644,0.251000
0.022762,0.252000
0.023865,0.253000
0.024945,0.254000
0.026009,0.255000
0.027051,0.256000
0.028075,0.257000
0.029083,0.258000
0.030068,0.259000
0.031032,0.260000
0.031967,0.261000
0.032885,0.262000
0.033783,0.263000
0.034659,0.264000
0.035513,0.265000
0.036339,0.266000
0.037146,0.267000
0.037923,0.268000
0.038685,0.269000
0.039429,0.270000
0.040158,0.271000
0.040863,0.272000
0.041551,0.273000
0.042217,0.274000
0.042860,0.275000
0.043481,0.276000
0.044082,0.277000
0.044664,0.278000
0.045218,0.279000
0.045754,0.280000
0.046267,0.281000
0.046759,0.282000
0.047233,0.283000
0.047689,0.284000
0.048121,0.285000
0.048529,0.286000
0.048915,0.287000
0.049277,0.288000
0.049614,0.289000
0.049939,0.290000
0.050243,0.291000
0.050525,0.292000
0.050781,0.293000
0.051019,0.294000
0.051233,0.295000
0.051423,0.296000
0.051593,0.297000
0.051744,0.298000
0.051874,0.299000
0.051981,0.300000
0.052067,0.301000
0.052129,0.302000
0.052170,0.303000
0.052196,0.304000
0.052198,0.305000
0.052184,0.306000
0.052157,0.307000
0.052117,0.308000
0.052052,0.309000
0.051970,0.310000
0.051864,0.311000
0.051738,0.312000
0.051591,0.313000
0.051419,0.314000
0.051227,0.315000
0.051018,0.316000
0.050797,0.317000
0.050557,0.318000
0.050301,0.319000
0.050022,0.320000
0.049730,0.321000
0.049422,0.322000
0.049101,0.323000
0.048761,0.324000
0.048405,0.325000
0.048027,0.326000
0.047638,0.327000
0.047230,0.328000
0.046805,0.329000
0.046369,0.330000
0.045930,0.331000
0.045476,0.332000
0.045014,0.333000
0.044537,0.334000
0.044047,0.335000
0.043541,0.336000
0.043024,0.337000
0.042494,0.338000
0.041948,0.339000
0.041394,0.340000
0.040830,0.341000
0.040250,0.342000
0.039657,0.343000
0.039056,0.344000
0.038439,0.345000
0.037809,0.346000
0.037171,0.347000
0.036525,0.348000
0.035864,0.349000
0.035192,0.350000
0.034506,0.351000
0.033814,0.352000
0.033111,0.353000
0.032404,0.354000
0.031691,0.355000
0.030974,0.356000
0.030255,0.357000
0.029525,0.358000
0.028786,0.359000
0.028041,0.360000
0.027288,0.361000
0.026537,0.362000
0.025777,0.363000
0.025018,0.364000
0.024253,0.365000
0.023481,0.366000
0.022694,0.367000
0.021904,0.368000
0.021118,0.369000
0.020335,0.370000
0.019552,0.371000
0.018768,0.372000
0.017980,0.373000
0.017193,0.374000
0.016410,0.375000
0.015627,0.376000
0.014848,0.377000
0.014067,0.378000
0.013284,0.379000
0.012499,0.380000
0.011710,0.381000
0.010919,0.382000
0.010128,0.383000
0.009338,0.384000
0.008556,0.385000
0.007786,0.386000
0.007015,0.387000
0.006248,0.388000
0.005485,0.389000
0.004723,0.390000
0.003962,0.391000
0.003207,0.392000
0.002457,0.393000
0.001705,0.394000
0.000950,0.395000
0.000191,0.396000
-0.000559,0.397000
-0.001298,0.398000
-0.002035,0.399000
-0.002775,0.400000
-0.003503,0.401000
-0.004220,0.402000
-0.004932,0.403000
-0.005644,0.404000
-0.006357,0.405000
-0.007064,0.406000
-0.007761,0.407000
-0.008447,0.408000
-0.009125,0.409000
-0.009793,0.410000
-0.010450,0.411000
-0.011092,0.412000
-0.011728,0.413000
-0.012353,0.414000
-0.012965,0.415000
-0.013571,0.416000
-0.014165,0.417000
-0.014753,0.418000
-0.015326,0.419000
-0.015891,0.420000
-0.016452,0.421000
-0.017005,0.422000
-0.017543,0.423000
-0.018066,0.424000
-0.018578,0.425000
-0.019081,0.426000
-0.019568,0.427000
-0.020044,0.428000
-0.020508,0.429000
-0.020968,0.430000
-0.021422,0.431000
-0.021867,0.432000
-0.022292,0.433000
-0.022710,0.434000
-0.023118,0.435000
-0.023512,0.436000
-0.023895,0.437000
-0.024270,0.438000
-0.024631,0.439000
-0.024986,0.440000
-0.025324,0.441000
-0.025658,0.442000
-0.025980,0.443000
-0.026295,0.444000
-0.026596,0.445000
-0.026889,0.446000
-0.027170,0.447000
-0.027438,0.448000
-0.027689,0.449000
-0.027927,0.450000
-0.028150,0.451000
-0.028370,0.452000
-0.028577,0.453000
-0.028773,0.454000
-0.028960,0.455000
-0.029128,0.456000
-0.029291,0.457000
-0.029449,0.458000
-0.029587,0.459000
-0.029713,0.460000
-0.029829,0.461000
-0.029932,0.462000
-0.030018,0.463000
-0.030089,0.464000
-0.030151,0.465000
-0.030201,0.466000
-0.030230,0.467000
-0.030248,0.468000
-0.030246,0.469000
-0.030239,0.470000
-0.030221,0.471000
-0.030202,0.472000
-0.030176,0.473000
-0.030137,0.474000
-0.030081,0.475000
-0.030023,0.476000
-0.029947,0.477000
-0.029851,0.478000
-0.029752,0.479000
-0.029634,0.480000
-0.029503,0.481000
-0.029362,0.482000
-0.029205,0.483000
-0.029040,0.484000
-0.028864,0.485000
-0.028673,0.486000
-0.028465,0.487000
-0.028246,0.488000
-0.028017,0.489000
-0.027776,0.490000
-0.027527,0.491000
-0.027271,0.492000
-0.027001,0.493000
-0.026720,0.494000
-0.026433,0.495000
-0.026134,0.496000
-0.025826,0.497000
-0.025513,0.498000
-0.025194,0.499000
-0.024865,0.500000
-0.024531,0.501000
-0.024189,0.502000
-0.023837,0.503000
-0.023481,0.504000
-0.023116,0.505000
-0.022745,0.506000
-0.022363,0.507000
-0.021972,0.508000
-0.021573,0.509000
-0.021161,0.510000
-0.020747,0.511000
-0.020319,0.512000
-0.019890,0.513000
-0.019456,0.514000
-0.019027,0.515000
-0.018599,0.516000
-0.018167,0.517000
-0.017729,0.518000
-0.017291,0.519000
-0.016844,0.520000
-0.016398,0.521000
-0.015951,0.522000
-0.015507,0.523000
-0.015062,0.524000
-0.014618,0.525000
-0.014172,0.526000
-0.013721,0.527000
-0.013266,0.528000
-0.012809,0.529000
