kinetic_energy,potential_energy,time
0.000000,-804.725456,0.000000
20.951571,-828.118331,0.100000
25.405006,-832.918853,0.200000
24.417860,-831.902630,0.300000
27.628265,-835.168479,0.400000
25.886392,-833.335734,0.500000
24.158751,-831.593692,0.600000
27.544099,-835.189017,0.700000
25.122217,-832.642848,0.800000
26.034639,-833.580303,0.900000
24.805809,-832.152118,1.000000
25.565746,-833.066163,1.100000
24.698866,-832.128661,1.200000
25.162274,-832.623204,1.300000
26.013188,-833.569284,1.400000
26.806620,-834.385937,1.500000
27.282238,-834.819704,1.600000
26.436934,-833.934394,1.700000
24.869314,-832.283091,1.800000
25.403825,-832.823344,1.900000
25.106766,-832.537736,2.000000
27.675826,-835.253678,2.100000
26.108468,-833.627886,2.200000
26.669986,-834.261767,2.300000
25.868739,-833.448359,2.400000
26.051800,-833.586162,2.500000
24.321901,-831.774069,2.600000
24.932820,-832.408890,2.700000
25.867473,-833.397100,2.800000
24.856981,-832.290664,2.900000
27.408042,-834.947096,3.000000
26.318019,-833.830523,3.100000
25.249895,-832.770628,3.200000
25.171732,-832.626688,3.300000
24.428011,-831.799212,3.400000
25.818447,-833.348388,3.500000
26.738315,-834.257977,3.600000
24.658972,-832.080355,3.700000
24.805365,-832.223026,3.800000
24.687125,-832.011344,3.900000
26.558154,-833.967719,4.000000
25.398727,-832.795876,4.100000
25.530986,-832.953929,4.200000
26.004005,-833.423386,4.300000
26.098962,-833.622687,4.400000
25.241209,-832.700869,4.500000
26.035102,-833.390319,4.600000
26.876564,-834.404141,4.700000
26.064139,-833.435677,4.800000
25.636042,-833.057733,4.900000
24.622011,-831.836263,5.000000
26.576246,-834.107945,5.100000
27.061171,-834.511141,5.200000
27.030070,-834.543691,5.300000
25.597919,-832.968152,5.400000
25.899621,-833.263905,5.500000
25.318591,-832.723435,5.600000
26.090863,-833.485796,5.700000
25.951447,-833.439845,5.800000
26.008703,-833.473345,5.900000
25.171155,-832.702858,6.000000
25.742363,-833.193132,6.100000
26.279068,-833.794894,6.200000
26.931439,-834.435961,6.300000
26.218366,-833.733021,6.400000
25.897427,-833.299534,6.500000
25.881900,-833.300980,6.600000
23.696154,-830.954779,6.700000
24.431029,-831.791933,6.800000
25.372422,-832.735230,6.900000
25.565800,-833.000396,7.000000
26.724540,-834.193923,7.100000
26.430935,-833.877045,7.200000
26.682034,-834.168537,7.300000
24.461790,-831.844128,7.400000
23.205794,-830.543463,7.500000
25.507868,-832.958673,7.600000
25.492531,-832.835416,7.700000
24.792153,-832.147709,7.800000
26.573255,-834.032809,7.900000
26.409627,-833.908293,8.000000
24.573731,-832.033502,8.100000
27.099688,-834.543767,8.200000
26.238512,-833.714964,8.300000
25.435948,-832.894181,8.400000
25.742143,-833.304058,8.500000
26.521663,-834.042362,8.600000
26.503917,-833.966139,8.700000
25.172633,-832.677486,8.800000
26.328324,-833.731708,8.900000
26.128721,-833.544122,9.000000
25.065345,-832.469406,9.100000
26.514378,-833.941381,9.200000
26.115843,-833.559015,9.300000
24.856917,-832.263705,9.400000
23.524150,-830.864432,9.500000
25.244582,-832.733994,9.600000
25.597355,-833.108673,9.700000
27.098557,-834.661540,9.800000
25.643951,-833.092901,9.900000
26.378125,-833.835230,10.000000
25.988836,-833.399918,10.100000
26.094060,-833.635375,10.200000
25.532260,-832.972043,10.300000
25.606008,-833.051371,10.400000
25.768760,-833.309377,10.500000
25.929718,-833.359910,10.600000
