-2.87814454471072,8.28371617381238,100,-0.003295,0.140000
-2.87824630599064,8.28430194659519,100,-0.000121,0.143295
-2.87829397918018,8.28457635123450,100,-0.000010,0.143355
-2.87818051105003,8.28392320439314,100,0.000036,0.143358
-2.87816767036877,8.28384931799891,100,-0.000048,0.143349
-2.87816494792998,8.28383363925290,100,0.000030,0.143359
-2.87816527229769,8.28383554519746,100,-0.000017,0.143354
-2.87811423723371,8.28354172600880,100,-0.000009,0.143356
-2.87825724698500,8.28436495711337,100,0.000023,0.143358
-2.87821682457708,8.28413226543284,100,-0.000045,0.143355
-2.87826747586632,8.28442383620335,100,-0.000005,0.143359
-2.87812969392442,8.28363067335147,100,0.000066,0.143360
-2.87814386113440,8.28371222761649,100,-0.000003,0.143354
-2.87821540889151,8.28412407795115,100,0.000012,0.143355
-2.87817749249698,8.28390583162226,100,0.000014,0.143354
-2.87827103522280,8.28444435171798,100,-0.000004,0.143353
-2.87816963770381,8.28386061661753,100,-0.000041,0.143353
-2.87817589665789,8.28389668424999,100,0.000046,0.143356
-2.87818215316478,8.28393267310476,100,0.000066,0.143353
-2.87819969667010,8.28403363543857,100,0.000031,0.143350
