-2.87442123846364,8.26229768639119,100,0.058450,0.250000
-2.87722751321932,8.27843830184036,100,0.035786,0.191550
-2.87801451666387,8.28296769119681,100,0.019699,0.166245
-2.87810939477200,8.28351383890476,100,0.010506,0.154872
-2.87816201848387,8.28381677559316,100,0.005919,0.149619
-2.87812447450328,8.28360062653359,100,0.003524,0.146972
-2.87817668923058,8.28390118885552,100,0.002203,0.145534
-2.87820992755874,8.28409257036038,100,0.001377,0.144701
-2.87824424942961,8.28429007562308,100,0.000940,0.144214
-2.87822563010334,8.28418289287484,100,0.000590,0.143901
-2.87818352273950,8.28394055543517,100,0.000346,0.143714
-2.87816140195981,8.28381324435235,100,0.000231,0.143610
-2.87814747173670,8.28373304728262,100,0.000109,0.143543
-2.87823756185968,8.28425164621119,100,0.000204,0.143513
-2.87816148647018,8.28381368555629,100,0.000162,0.143459
-2.87821233466143,8.28410640828359,100,0.000012,0.143417
-2.87811719742220,8.28355873145720,100,0.000041,0.143414
-2.87824557946170,8.28429776305072,100,0.000099,0.143404
-2.87822863610657,8.28420021508823,100,0.000052,0.143381
-2.87818702268593,8.28396069254262,100,0.000054,0.143369
