-2.87137205251356,8.24477766460543,100,-0.187036,0.050000
-2.87514313722193,8.26644821404766,100,0.054822,0.237036
-2.87697233818731,8.27696996527033,100,0.039301,0.198271
-2.87771797396107,8.28126087378817,100,0.026249,0.175580
-2.87805339433251,8.28319147897153,100,0.016779,0.162456
-2.87808619904280,8.28338029144617,100,0.010626,0.154952
-2.87815441331015,8.28377299372518,100,0.006897,0.150614
-2.87818066755824,8.28392412970208,100,0.004518,0.148007
-2.87822745329963,8.28419342118210,100,0.003001,0.146410
-2.87817727128432,8.28390457362723,100,0.002042,0.145409
-2.87813988890136,8.28368935976924,100,0.001435,0.144764
-2.87818662039455,8.28395838330012,100,0.000969,0.144331
-2.87814660926696,8.28372806484463,100,0.000658,0.144051
-2.87817891580517,8.28391403078985,100,0.000571,0.143869
-2.87821960371826,8.28414821918570,100,0.000313,0.143716
-2.87821262272883,8.28410805197661,100,0.000294,0.143636
-2.87821649926573,8.28413043590181,100,0.000248,0.143562
-2.87817958994267,8.28391792234383,100,0.000167,0.143502
-2.87822946294218,8.28420497016809,100,0.000134,0.143463
-2.87823814537118,8.28425499532513,100,0.000035,0.143432
