-2.87710614201332,8.27773986783606,100,-0.057585,0.100000
-2.87803997063585,8.28311424160260,100,0.012872,0.157585
-2.87820893572085,8.28408682755613,100,0.007422,0.151149
-2.87816945220048,8.28385952148889,100,0.005204,0.148675
-2.87817581959102,8.28389622007352,100,0.003925,0.147374
-2.87813867454716,8.28368240171141,100,0.003074,0.146589
-2.87821918681878,8.28414587104320,100,0.002593,0.146077
-2.87828151182707,8.28450462706256,100,0.002206,0.145706
-2.87819498062340,8.28400647540303,100,0.001984,0.145431
-2.87820124600575,8.28404253747900,100,0.001836,0.145210
