-1.334851,0.413077,-6.194742
4.518679,-0.903409,-3.047983
0.911831,1.998906,-0.122667
5.911247,2.968933,3.445472
-3.589680,-1.468169,-0.990369
-7.561619,-0.097367,-4.557043
-1.967433,5.595776,-1.393757
-7.978068,1.092108,-10.287378
4.101151,-1.920279,-1.371521
6.850750,-2.216019,4.907378
1.893760,7.285823,-3.570613
-10.631436,-0.795302,-1.270958
-2.084759,-8.122961,4.827901
-2.530344,-1.795660,2.279096
4.434898,-2.584291,2.548265
-2.594421,-0.377042,0.070403
-2.768547,2.397878,4.274924
-2.433743,-5.260095,-0.680676
-3.863418,5.869155,4.461140
-3.842020,0.446708,-3.158843
-1.027016,-1.828043,-6.656888
4.877717,2.146889,-5.939293
0.705798,10.234734,2.068384
10.095164,-0.020863,-6.784870
5.539244,-0.082406,5.686896
2.417296,0.275642,-0.204351
-0.769702,-0.837029,4.157137
5.392323,6.097454,5.098101
15.557608,0.333689,4.284267
0.667985,-1.622952,5.600203
0.280242,-1.175493,5.240992
-1.230523,-0.769559,-2.562054
10.326486,-1.115969,-4.943233
0.947908,2.693691,8.967906
6.771649,-5.291669,-3.926841
1.822354,6.256744,1.948068
-2.082986,8.128044,-5.482006
1.103168,-1.272295,7.638716
5.199658,0.933203,4.994566
4.564448,0.242458,7.671992
-7.691109,-8.015216,8.183169
3.183938,0.085406,-0.141910
-3.694461,-2.120984,6.130026
3.171402,0.705840,-2.054487
5.836711,-12.151110,2.337906
0.657008,0.738692,9.557039
4.301929,3.398763,2.280340
2.444055,1.799914,0.333831
3.911786,-3.355847,-3.461277
7.071376,-3.223532,-0.855331
4.377998,1.767086,5.716649
1.898197,-0.766664,-2.914690
-0.742375,7.833517,-6.257320
-1.191720,3.737753,3.148523
-0.899091,5.435994,5.389777
-1.165428,-0.682619,-2.307117
0.977501,-3.033310,1.292155
-2.866906,-0.809023,-2.150021
-2.197556,3.297054,0.863064
1.216643,-5.869927,-5.678308
-1.227964,-1.796349,1.280109
-1.175076,10.392319,3.758624
3.137741,0.117881,2.374563
-5.689153,-2.135013,-5.280918
1.606246,-0.353501,-1.331340
2.371106,1.181419,4.290606
-0.472731,0.191881,-0.775020
-5.837056,2.689651,9.525234
-0.068744,4.469366,3.118808
12.479068,0.580076,-5.114084
-2.765665,-0.417338,-1.771785
0.515121,1.329294,3.149659
-6.880203,-0.836779,-4.438110
-0.528886,0.339556,-0.627273
-0.793778,5.445574,-4.514074
-5.091042,-6.841899,9.236216
-4.020897,7.366345,2.039677
0.241643,-0.791969,8.259839
1.382459,-9.415923,2.357674
-1.181142,-3.225384,-2.052937
1.648459,-4.387918,-1.332757
4.315455,9.052941,5.603529
0.412639,5.686170,-3.451000
8.889144,0.848170,-6.881160
-5.011411,-3.050534,3.105848
-5.011284,5.260125,4.914242
-4.725049,0.075654,-4.282935
-9.662904,-6.457904,4.253555
-3.456962,1.691857,3.824100
4.918815,2.703274,4.891506
9.602782,0.428302,-5.850731
5.509432,2.173917,-11.199385
1.332851,2.857988,5.100641
-4.219461,-6.072669,0.176482
0.412768,-11.518607,-3.814409
-1.969493,1.783194,0.676838
4.697741,-3.913130,-1.332307
-12.680459,-1.663030,-3.528560
4.965418,1.815699,3.570464
4.769876,1.106933,7.723241
9.115573,-1.746354,0.371960
-3.810251,4.433443,-6.434900
-3.626865,0.735788,-1.243754
-2.934892,-1.891514,-3.712063
-0.743780,-3.305225,-1.379209
-0.120269,-1.030080,-2.440856
-4.105091,3.831068,-1.814675
-0.082303,-1.798339,-3.451841
0.446086,7.269157,2.372191
5.887678,8.495146,0.237500
0.536307,12.785246,-0.259237
-3.945714,1.773853,-3.870544
6.342736,-4.006529,9.120860
5.717662,1.157012,-4.883722
-3.043400,-5.318267,3.906285
-5.017476,7.863683,-5.359458
-1.293937,-3.999964,-4.683312
4.645866,-4.840861,-5.612011
7.077817,2.450955,1.327091
4.056638,-0.489435,-0.530285
1.693810,-2.209533,-2.393638
3.308282,11.762855,13.874795
0.197677,2.876628,-3.687225
2.940221,-10.463503,-7.391397
-5.598590,-2.307071,-8.019533
1.223485,-8.191649,-11.344881
9.910684,3.350911,2.906192
-2.061073,-1.838481,-6.778262
1.950324,-2.221830,2.388449
2.337453,8.590706,0.937718
9.117407,-9.072549,3.896231
0.815870,-2.553706,2.707464
-4.802409,0.688769,4.997339
-6.659298,-1.362459,-4.999095
1.924274,-0.367760,2.043590
5.798901,-6.709262,5.821893
-0.149263,-3.434416,4.930482
-1.539436,-1.976836,-3.094872
-9.537850,4.530433,1.906566
6.291004,-1.025488,-1.713698
3.036123,2.048284,3.238676
2.222049,-9.847501,-7.191750
-5.684353,-8.152523,-2.005849
1.597442,6.702378,-0.762245
-2.310396,-1.818989,-4.681260
0.015984,3.926296,-5.535283
4.161918,3.074357,-2.156726
5.144294,3.533059,-10.840901
-1.483401,-4.210634,-0.429714
4.700608,4.262283,-7.613339
-3.281625,10.467766,9.362890
0.941558,-1.187505,-3.162813
0.353050,-5.681664,0.432581
2.818653,-1.752564,0.988873
3.564825,-0.757457,2.899695
-5.615858,-7.854252,0.121065
-7.218035,-5.839957,-1.714353
-1.136806,-3.760685,-3.841229
-9.681104,-6.144021,2.935301
-0.762486,4.169273,3.303790
5.853742,-0.386776,9.027692
-5.654800,0.912099,0.426121
-6.833273,-2.988460,-3.909953
1.947522,-4.712965,-3.698346
8.480001,-1.636159,-2.407419
-9.855561,5.837335,4.046499
0.860412,-0.013060,-4.387967
-5.085462,10.153442,-1.593549
-4.172175,-3.341813,8.049618
-4.193272,9.727901,-3.189958
1.462433,11.378485,-2.990516
-5.901959,1.446766,-8.142047
-1.596144,-3.194707,0.768926
2.667883,1.731525,-1.365526
5.117227,-8.086521,-6.742209
-8.188082,1.998628,-4.606067
5.786205,-4.768362,-0.754724
2.497798,1.972637,4.291781
-4.220447,3.448076,4.368889
-3.053138,1.043501,8.111749
0.801897,6.000745,0.456629
-6.517830,0.629328,-2.829692
-4.617518,-0.530762,5.014905
7.969025,2.782219,5.797911
-1.697951,8.199653,9.386957
2.258541,-1.423373,-1.997352
-5.152620,3.985521,-0.421601
-1.534261,-3.874142,-7.756447
4.891970,-4.134397,-6.937093
-4.936219,3.839306,2.775277
10.597433,-2.371021,-1.679609
-8.341425,-0.096690,-7.456287
-3.651404,-7.357474,-9.520108
-0.636978,-9.141942,3.482050
5.329629,0.747050,-7.356168
4.657247,1.513814,3.626548
4.213971,-4.361928,1.482055
6.270327,-8.747394,12.315027
-4.392206,0.803230,-0.547198
-2.369746,-0.478796,-10.269785
-10.464927,-6.340477,6.194704
6.043998,-0.624352,0.053451
-9.940807,-10.577403,1.453532
3.632664,2.747165,-1.564105
-5.026530,-6.870487,0.948695
-2.173983,4.942857,-0.030881
0.003049,-1.582035,-6.813515
4.029386,-3.729024,-1.360715
0.269642,-3.217935,-4.489139
-9.702168,0.582616,0.870473
-8.982283,-2.827022,-6.407374
-5.647201,7.562695,-3.732101
-1.372321,-5.404109,-4.772609
2.925263,-5.694036,9.219029
-5.890083,-4.835994,14.881577
-5.199401,7.559593,-10.328377
3.942465,-0.470510,6.266368
8.570081,3.261232,-2.788421
-2.390899,3.821352,11.801600
1.005589,-6.093158,-3.581557
0.746667,6.787316,3.967757
0.537227,10.072577,5.766962
5.823663,5.141150,-3.503056
1.214992,-1.561570,-0.511857
-7.592520,4.611101,6.068568
-2.138908,2.304888,1.973101
-6.830016,2.013677,1.806362
-1.362561,-5.169723,-2.783663
4.611577,-2.308892,5.428496
-2.900207,-5.643052,3.447995
8.302120,-0.896531,12.846334
-2.495594,3.569963,6.179165
-2.935232,3.889899,-1.970515
-2.751707,-1.241284,-6.618179
3.149800,-6.132271,0.120173
-3.760093,-0.055683,7.255323
-6.566365,0.656323,3.419613
-7.446069,2.022965,-5.915175
-0.772412,2.830823,8.868288
2.312088,-2.859597,-3.458073
-0.893042,4.879076,-1.477966
-4.304866,3.827547,2.476687
-10.637488,-6.476787,-5.861349
-3.985932,-1.121689,2.516543
-0.880697,-1.475365,-6.678224
-0.283353,-3.095544,-1.537801
1.484942,7.166590,7.481304
4.783515,2.793333,-4.511176
1.602347,-1.675609,-0.279616
0.251142,-4.406248,-8.445927
6.189862,8.807786,-3.969206
8.245976,1.639345,-8.797129
-5.614246,-11.570687,-2.443230
7.359439,-2.408596,-3.002995
0.734583,5.645829,-6.706338
-5.477356,-2.222499,6.073200
