x,y,z
8.196492,8.201948,12.002120
12.132761,8.044633,12.100527
1.914306,10.109155,11.872932
6.053584,10.246380,12.383112
10.304661,10.119049,12.340313
14.087917,10.147049,12.167299
-0.092328,12.108763,12.227651
4.048028,12.026923,12.398610
8.294214,12.148832,12.311627
12.084578,12.294402,11.941503
2.097438,14.184532,12.337601
6.128839,14.338507,12.171742
10.258257,14.406552,12.318325
14.202893,14.320074,12.315247
2.030126,-0.269196,14.234270
6.102353,-0.023981,14.310963
10.168358,0.086093,14.320033
14.100940,0.057738,14.156336
-0.219778,1.879294,14.237634
4.149052,1.874448,14.334070
8.081420,2.108657,14.577351
12.159079,2.051259,14.299607
2.327831,3.887998,14.389271
6.119754,4.040259,14.112785
10.153568,4.085497,14.320520
14.388942,4.076923,14.177883
-0.133060,6.050574,14.139839
3.933467,6.044610,14.236531
8.200988,6.135909,14.255707
12.287933,5.947583,14.406729
1.781446,8.089594,14.191058
6.215793,8.142235,14.303485
10.115407,8.082102,14.042672
14.157593,7.996170,14.390942
0.010673,10.109669,14.132042
3.981131,9.942042,14.292335
8.166294,10.201209,14.222842
12.067601,10.079824,14.073139
2.033224,11.968921,14.138204
6.180920,12.256744,14.403042
10.319701,12.378527,14.181012
14.154633,12.137549,13.999059
-0.040951,14.177615,14.102530
4.199310,14.241172,14.314677
8.051311,14.244348,14.178360
12.215114,14.329473,14.234220
