x,y,z
0.038667,-0.184764,0.218008
4.103301,0.124978,0.084460
7.983275,0.237659,-0.024727
12.168455,0.012367,-0.013967
2.200480,2.161148,0.058126
5.931055,2.176684,-0.057495
10.097918,2.142257,-0.041751
14.049917,1.944922,0.083428
0.036281,3.953191,-0.133607
4.242261,4.176933,-0.078944
8.078945,3.948760,0.128639
12.354319,4.066460,-0.024969
2.131467,6.082630,0.015269
6.266433,6.414248,-0.054648
10.138718,5.824689,-0.045927
14.341907,5.864135,0.017774
0.129492,8.094202,0.004703
4.125563,8.096693,0.090001
8.365058,8.149289,0.114289
11.970144,8.091170,-0.101936
2.115108,10.026598,0.037277
6.231090,10.154330,0.025503
10.074534,10.329588,0.060770
14.219640,9.996888,-0.085100
0.073302,12.202393,-0.050615
3.944208,12.138497,-0.032505
8.052826,12.235942,-0.057456
12.282050,12.340290,-0.114605
1.912513,14.310332,0.184713
5.870222,14.436693,0.051250
10.120443,14.370821,-0.094244
14.406529,14.043649,0.070748
2.100859,0.056482,2.084117
6.120340,0.137948,2.137821
9.963714,0.114166,1.846884
14.252617,-0.185701,1.994111
0.075446,2.142661,2.064478
4.197967,2.051175,2.155117
7.974842,1.901844,2.088164
12.188723,2.039707,2.176914
2.082429,3.971490,2.018907
6.106148,4.090009,1.908693
9.962446,4.007721,2.061552
14.166692,4.241134,2.094595
0.032046,5.976025,1.990403
3.909370,5.992464,1.959439
7.977793,6.049847,1.982536
12.156315,6.074668,1.869017
1.963933,7.985180,2.260491
5.944447,8.121944,2.031433
10.075039,8.205472,2.304291
14.189907,7.974574,1.905352
0.180549,10.117039,1.979296
4.028256,10.028312,2.058156
8.089734,10.293095,2.257327
12.128792,10.095662,1.907791
2.071829,12.055692,1.955219
6.020597,12.426153,2.171403
10.186712,12.150782,2.037272
14.509731,11.948953,2.102953
-0.201746,14.077657,2.014188
4.174397,14.416124,2.085182
7.957208,14.334261,2.146336
12.283676,14.239183,1.911716
0.017386,-0.096804,3.866889
4.014261,-0.106802,4.170671
8.130235,0.171394,4.130205
12.111289,0.006417,3.914988
2.172564,2.038577,4.066625
6.081878,1.986991,4.021044
9.993489,2.208621,3.928352
14.401908,1.987830,3.883155
-0.019140,4.022748,4.024470
4.387597,4.184845,4.103611
8.034549,4.051734,3.927706
12.296794,4.174791,4.091482
2.043816,6.065209,4.197950
6.305038,5.927622,4.130830
10.155115,6.115163,3.950942
14.238356,6.120474,4.213380
-0.037110,8.062760,3.993154
3.964845,7.828938,4.031558
7.951848,7.944049,4.095118
12.329994,8.231259,3.986719
1.926479,10.065563,4.130068
6.017977,10.154869,4.239222
10.042754,10.254151,4.050540
14.276850,10.154467,3.983745
0.156976,12.171581,4.190951
4.004457,12.044180,4.081353
7.961556,12.272005,4.319862
12.418385,12.110399,3.858293
2.023859,14.124704,4.110789
5.740976,14.123896,4.300781
10.149010,14.358721,3.819306
14.250934,14.311377,4.031396
2.143507,-0.239186,6.116090
5.950645,0.012080,6.016469
10.254300,-0.008394,5.913602
14.377879,-0.019869,6.005395
0.043379,2.106252,5.965887
4.063265,2.019929,6.332170
8.153756,2.207715,6.109976
12.266111,1.958671,5.903988
2.130859,3.875288,5.952084
6.190042,4.030809,6.264216
10.197368,4.131125,5.933833
14.352510,4.078263,6.026076
0.240661,6.045529,6.084249
4.162095,6.282283,6.119670
8.370301,6.072427,6.054914
12.144161,6.169086,6.060358
1.816259,8.165430,6.093810
6.121112,8.040523,6.110177
10.152600,8.375799,6.143777
14.141238,8.228226,6.098784
-0.013456,10.040207,6.201810
3.981254,9.944293,6.142232
8.009758,10.118788,6.098740
11.990769,10.307304,6.206448
2.015114,12.097444,6.079753
5.882969,12.037954,6.234852
10.145177,12.362886,6.101060
14.286510,12.019051,5.976877
0.005391,14.069361,6.205022
3.882714,14.045366,6.296820
8.122060,14.456490,5.975742
12.215645,14.245662,6.097029
-0.072994,-0.054025,8.033222
4.120716,0.023574,8.282921
8.165004,0.145974,8.079692
12.133378,-0.045540,8.165952
2.051129,1.798814,8.232700
6.098583,1.969008,8.086303
10.051282,2.031613,7.838320
14.072324,1.794846,8.114653
-0.090142,4.088784,8.053856
3.969490,4.314501,8.146773
8.221896,4.040270,8.186429
12.254715,4.253287,8.087332
2.093445,6.019270,7.960506
6.362622,6.187972,8.063324
10.183819,6.140055,7.969114
14.391765,6.090148,7.912617
0.031511,8.173573,8.142685
3.989930,8.132298,8.137715
8.256083,8.345846,8.312036
12.310498,8.202389,8.274986
2.052181,9.888956,8.297063
5.983105,10.175729,8.325879
10.289359,10.460155,8.205260
14.425219,10.153279,8.330451
-0.000199,12.267362,8.109082
4.097326,12.113399,8.252196
8.049751,12.354563,8.068689
12.549083,12.273548,8.054417
1.919387,14.310637,8.283608
5.981153,14.250970,8.147606
10.219092,14.267220,8.024431
14.201493,14.172080,8.292209
1.950228,-0.119688,10.329630
6.090877,-0.069929,10.163513
10.093994,0.030063,10.212932
14.008468,0.144995,10.267713
-0.157926,1.989883,10.077947
4.094499,2.291873,10.225542
8.112021,1.946025,10.157547
12.042334,2.122295,10.127001
2.001989,4.107894,10.218130
6.092474,4.107969,10.108482
10.049872,4.084446,10.048300
14.275411,3.947557,10.103818
0.007652,6.031571,10.148274
4.006550,6.138322,10.238785
8.143930,6.288903,10.112017
12.529623,6.165379,10.200459
2.053972,7.904427,10.175375
6.113763,8.177567,10.255609
10.246898,8.062265,10.078659
14.423244,8.205577,10.283460
-0.000031,10.190360,10.199427
3.901634,10.020078,10.213282
8.065760,10.147038,10.260021
12.360512,10.390196,10.147611
1.835525,11.973483,10.227993
6.190560,12.175872,10.182144
10.201340,12.270201,10.316220
14.447555,12.091906,10.141097
0.054172,14.209970,10.271792
3.982721,14.137193,10.068830
8.188613,14.157054,9.986353
11.994957,14.377743,10.169930
0.031464,-0.045012,12.210422
4.005174,-0.041950,12.316156
8.230281,-0.121727,12.076690
12.028119,0.100947,12.241728
1.963812,2.148198,12.339699
5.953596,2.168261,12.230224
10.037965,2.220818,12.299645
14.048422,2.068495,12.323869
-0.136945,3.817203,12.126941
3.980035,4.215838,12.393671
8.074815,4.094207,12.177731
12.111740,3.967965,11.963475
1.842661,5.936505,12.334191
6.106707,6.244736,12.229177
10.103289,6.225535,12.152995
14.227795,6.058562,12.232757
0.100805,8.121298,12.376072
4.062155,8.086455,12.161184
8.313356,8.338603,12.267645
12.206855,8.096647,12.114457
1.983377,10.105781,12.397530
6.096123,10.323846,12.140335
10.292127,10.214469,12.165104
14.292641,10.178755,12.205662
0.037432,12.104419,12.198548
4.106053,12.153167,12.160671
8.176668,12.470583,12.213755
12.373571,12.304141,12.265079
2.114451,14.054676,12.119220
6.056588,14.268088,12.059854
10.211590,14.364608,12.151629
14.345033,14.293082,12.185005
1.645141,0.019158,14.603135
5.976558,0.130477,14.343281
10.215743,0.125112,14.223878
14.421083,-0.240715,14.375788
-0.138703,2.014080,14.369339
4.014824,2.214115,14.209855
8.066580,2.029212,14.207171
12.107159,2.069879,14.277030
1.994091,4.055570,14.360280
6.115601,4.144758,14.154873
10.116280,4.131117,14.164855
14.195259,4.081173,14.213018
-0.098402,6.043251,14.320916
4.087314,6.235015,14.072911
8.052413,5.899878,14.128637
12.098321,6.022539,14.141075
2.133921,8.141676,14.420149
6.439969,8.174000,14.216743
10.165236,8.075244,14.331397
14.279579,7.917562,14.291274
0.085987,10.200061,14.437045
4.198407,9.905557,14.294560
7.985768,10.309994,14.158392
12.172644,10.211323,14.292861
2.147843,12.248775,14.189894
6.058256,12.403518,14.255925
10.244323,12.281739,14.265144
14.127015,12.293090,14.329604
0.094716,14.275445,14.094511
4.027369,14.434110,14.272555
8.033235,14.512265,14.293205
12.177041,14.384008,14.204749
