x,y,z
-0.031651,0.078110,-0.103018
4.189981,0.156833,-0.108762
7.965846,-0.001293,0.230509
12.338409,-0.002302,0.171220
2.200638,2.051217,0.417607
6.097090,2.209695,0.041083
10.175416,1.830263,-0.083017
14.400256,2.036362,-0.098911
0.167612,4.107188,0.156022
4.109395,4.144733,0.098782
8.190919,4.162060,-0.083596
12.265502,3.931943,-0.066657
2.235830,6.186499,0.017594
5.992512,6.137452,-0.095495
10.229205,6.195473,-0.134123
14.341535,6.186549,-0.033007
0.140874,7.928031,0.037966
4.090029,8.144091,0.170032
8.151035,8.175034,-0.070066
12.410923,8.307036,-0.063839
1.935413,10.000366,-0.143683
6.175840,10.173146,0.152793
10.159356,10.161405,-0.141649
14.403287,10.183951,-0.240827
0.017840,12.166785,0.047496
4.096525,12.370392,0.119824
8.161423,12.161568,0.092201
12.065792,12.206989,-0.138383
1.857156,14.318599,0.077735
6.193205,14.282275,0.069780
10.281531,14.195837,0.099689
14.149609,14.009537,-0.130919
1.895262,-0.023400,2.027022
6.120070,-0.013038,2.190975
10.292602,0.127876,2.008713
14.467545,-0.105681,1.986982
-0.116177,2.156286,2.154690
4.133870,1.969428,2.212234
8.227358,2.074455,1.994537
12.398948,2.028402,1.962360
2.119488,4.047437,2.052686
5.956489,4.156539,2.052495
10.232381,4.073757,1.998362
14.294699,4.141313,2.190631
-0.154190,6.201241,2.012881
4.009813,6.226681,1.988244
8.061092,6.203306,2.059203
12.321952,6.026966,1.929730
2.015418,8.040995,2.027550
6.042088,8.110495,2.094546
10.143967,8.030016,1.942603
14.244276,8.228790,2.064524
-0.166689,10.020190,2.004505
4.048098,10.381212,2.125309
8.166124,9.888709,2.075556
12.411338,10.268351,1.875215
1.942564,12.248446,1.926377
5.992908,12.300763,2.078334
10.262190,12.036751,1.895240
14.290105,12.131982,2.204938
-0.131289,14.196892,2.056520
4.151935,14.394381,1.902815
8.410741,14.199283,1.920512
12.152190,14.247345,2.181563
0.053098,-0.103850,4.161690
3.961564,-0.018764,4.089696
8.178946,-0.180121,4.031667
12.380680,0.020849,3.885068
1.851206,2.052031,4.254286
6.217975,2.117914,4.049320
9.948041,2.107299,4.159209
14.302011,2.112593,4.205047
-0.036329,4.207279,4.272731
4.085791,4.108414,4.109125
8.059058,4.054371,4.147657
12.026649,4.108026,3.966267
2.170185,6.223898,3.980555
6.076057,6.280340,4.067636
10.114175,6.020385,4.156078
14.167546,5.996301,4.002976
0.157060,8.036985,4.098210
4.108512,8.125934,3.961260
7.890309,8.074724,4.122758
12.177580,8.193027,3.757002
2.006310,10.144239,4.000194
5.898543,10.214701,4.219965
10.194925,9.930363,4.040259
14.379984,10.143030,3.973920
0.097599,12.288595,4.187313
3.993080,12.259643,4.189820
8.103804,12.058736,4.270337
12.300830,12.043216,4.124066
2.067042,14.387559,4.086109
6.010500,14.343283,4.053915
10.303365,14.004040,4.016733
14.252154,14.185788,4.006943
1.730156,-0.048786,6.261765
6.130402,-0.105313,6.115747
10.198252,-0.331472,6.208744
14.212515,-0.018283,6.072333
0.050040,2.356230,6.202391
4.241036,2.101876,5.996005
8.093289,2.152093,6.183448
12.058156,2.046456,6.144319
2.111958,4.055171,6.161256
6.026848,4.232410,6.074801
10.124926,4.014225,6.206194
14.050811,4.163591,6.068128
0.111015,5.892663,6.326555
4.051239,6.076518,6.074271
7.930189,6.118391,6.112836
12.293348,6.207400,6.239060
2.258590,8.204972,6.079178
5.905537,8.274495,6.262680
10.223371,7.911820,6.130843
14.202559,7.988887,5.945338
0.103155,10.267717,6.280662
4.032840,10.217271,6.225479
8.076214,10.154104,6.049777
12.134519,9.884069,5.877047
2.154654,12.236032,6.118198
6.078073,12.338538,6.116757
10.219300,12.163056,5.926659
14.260647,11.937846,5.997379
0.058669,14.306869,6.103052
4.072239,14.401047,6.272607
8.270115,14.154281,6.078058
12.356390,14.177228,6.004384
-0.000920,-0.145188,8.247782
4.024485,0.048864,8.207327
8.189867,-0.229081,8.214807
12.234688,0.063058,8.073066
2.031181,1.979907,8.293043
5.991737,2.144501,8.217715
10.082029,2.050995,8.119636
14.151246,2.078865,8.076809
-0.129038,3.965053,8.374859
3.918209,4.125382,8.090750
7.891908,4.106572,8.087772
12.214454,4.199053,8.128108
1.993656,6.164724,8.129149
5.841592,6.136207,8.142231
10.243616,6.173777,8.244106
14.335632,6.082705,8.193517
0.057115,8.012383,8.106775
3.885911,8.175105,8.156333
8.191908,8.219663,8.101850
12.306902,8.281194,8.013089
1.870124,10.243135,8.331645
6.246917,10.078187,8.150636
10.190872,10.141222,8.018286
