x,y,z
-2.318694,0.812062,-0.800903
-6.881378,4.018263,-0.024249
4.303113,-3.493455,3.500037
-3.860377,0.400024,-5.912631
0.163480,0.070112,-2.759919
4.846372,-3.021848,-2.260846
-0.560085,-0.994117,-5.997959
11.068934,14.624407,2.075067
-2.643551,-6.893523,2.244175
-1.199835,-2.510393,1.346912
-6.769962,4.624854,1.357395
-2.162567,-1.925244,2.874343
-0.382569,0.433655,-0.565911
-8.748805,5.097607,-2.411901
1.849347,5.936857,2.338386
-5.916998,-0.051461,2.647074
-4.377426,1.937826,-2.058543
1.646928,3.408483,-1.879668
4.596445,4.560217,0.630491
3.308944,1.713987,-3.171357
0.940488,-1.842936,-6.671274
1.360046,-2.635798,-2.511776
-2.842128,6.448936,-1.806546
0.053418,-2.804759,-4.888487
0.081309,-3.504040,3.671467
-1.299099,4.178323,3.392762
3.619095,4.351439,3.737194
-0.934593,5.882203,1.132754
1.960380,-2.848866,-3.943092
-2.069508,-2.992105,1.359705
-2.632592,6.688542,1.754143
-0.506552,-3.390002,-0.789908
-4.784784,4.021823,-2.737301
-1.988683,-3.408530,10.966291
8.008138,-3.935592,-6.796983
-1.178283,1.359926,1.442858
-9.411157,0.097773,2.863105
-5.249130,-2.804137,-4.456280
4.656636,-5.221144,5.355317
-1.553040,-4.783466,-1.903789
-3.828310,3.827113,3.058707
-0.070096,-1.691525,-2.359774
-0.197821,0.335633,2.168843
-2.393202,-0.662050,-10.459898
-0.790154,-4.681330,1.887156
6.073170,4.450861,-0.093158
7.162485,2.201796,-4.135642
0.379786,1.771577,-3.346203
2.214850,-3.334520,2.945828
0.512665,-5.339741,0.685081
-4.125891,1.970546,0.665854
-6.154989,0.830339,-4.949556
0.715258,0.552576,6.326730
0.151109,4.128721,3.040352
-4.138004,-4.338680,-0.182755
-7.373704,-3.059021,4.593522
-1.049309,-2.875518,-6.627935
-2.810989,-2.979486,3.115155
-0.928430,-4.004980,8.150950
1.296674,0.797709,3.967932
-8.163123,-4.009131,-0.715180
-3.337867,9.030459,0.123391
5.932829,-3.026916,-3.296689
-1.648534,-0.585034,4.312402
-1.123483,0.235298,3.228794
0.419364,-5.368413,-5.359512
2.712789,-0.898550,0.094788
0.116978,-3.201496,3.036154
-2.211824,-1.488650,-2.052439
-0.982188,-0.033934,-3.947387
-7.391368,1.386358,0.050799
7.749022,-9.838246,-1.171689
4.559648,-0.373065,1.722420
-1.712838,3.951908,-0.780147
4.474942,0.601627,1.105298
3.881258,-3.867600,0.225329
-2.865544,-5.071042,-1.609552
-2.074843,-5.123658,-2.650029
8.257769,2.489825,-3.802347
-3.408822,4.231601,3.495427
-3.345350,1.964793,1.761249
1.403020,5.457257,-3.556209
3.571163,-0.727900,0.669992
-0.226358,4.492908,1.646263
6.365559,-0.326507,6.209036
3.519827,6.319050,1.451981
4.220765,1.909908,1.803441
-0.111315,3.634899,8.238600
-5.905306,6.507166,-6.942698
8.360606,-1.425766,4.312147
4.470979,-1.479943,-0.191967
-2.106949,5.207552,-2.438038
1.397401,-2.946127,-1.537597
8.022280,-2.510389,-0.719172
-1.736841,2.131843,-5.396950
