x,y,z
-0.664798,2.943083,3.403031
2.932741,-1.663814,0.137296
1.344318,3.035738,1.871703
1.746408,-4.373693,-2.411861
-2.000728,1.942666,-0.978250
0.083910,2.202075,1.066689
-1.517310,3.041948,4.749969
-3.734551,1.242148,-0.095380
-3.138638,0.750696,3.397002
-3.232584,0.431276,4.233611
5.072186,-3.195454,5.017322
0.870751,-2.378998,-5.414285
-3.434830,3.773429,3.144665
1.380541,-1.400296,-2.467749
-2.660364,5.448240,-1.867219
7.481499,4.886128,-3.506044
