0.831011,0.177009,-0.501678,-0.102496,0.714856,-0.400193,-2.962236
-0.006070,0.353041,0.445856,-0.589565,0.020310,-0.252059,-2.594865
0.329635,0.395668,-0.012710,-0.482353,0.432175,-0.473278,-2.795342
0.329635,0.395668,-0.012710,-0.482353,0.432175,-0.473278,-2.795342
0.096766,0.519866,-0.263956,-0.452188,0.753412,-0.444012,-3.480645
0.096766,0.519866,-0.263956,-0.452188,0.753412,-0.444012,-3.480645
0.096766,0.519866,-0.263956,-0.452188,0.753412,-0.444012,-3.480645
0.573291,0.717618,0.082064,-0.573537,0.668506,-0.090625,-2.888852
0.308097,0.761717,-0.187910,-0.435294,0.382275,-0.046540,-2.979154
0.660609,0.546517,-0.463845,-0.384707,-0.057883,-0.222826,-2.619490
0.660609,0.546517,-0.463845,-0.384707,-0.057883,-0.222826,-2.619490
0.775965,0.262979,-0.054502,-0.322133,-0.020325,-0.374305,-2.508507
0.545984,0.420144,-0.291275,-0.581796,0.178302,-0.687241,-2.765894
0.141552,0.232590,-0.496855,-0.426934,0.100284,-0.381312,-3.007587
-0.190875,0.004358,-0.695789,-0.696444,0.574087,0.025400,-2.881968
0.214922,-0.181705,-0.877663,-0.822039,0.928052,0.340791,-2.684172
0.214922,-0.181705,-0.877663,-0.822039,0.928052,0.340791,-2.684172
0.236850,-0.273730,-1.138122,-0.428885,0.487997,0.771058,-2.582536
0.644690,-0.223583,-0.710425,-0.123264,0.709639,1.184087,-2.648811
0.548810,0.201585,-0.704532,0.309023,0.600366,1.025729,-2.720551
0.660585,-0.184767,-0.405921,0.616086,0.197936,1.217483,-2.847091
0.660585,-0.184767,-0.405921,0.616086,0.197936,1.217483,-2.847091
0.319349,-0.109001,-0.145678,0.116170,0.250728,1.329148,-2.755119
0.319349,-0.109001,-0.145678,0.116170,0.250728,1.329148,-2.755119
0.319349,-0.109001,-0.145678,0.116170,0.250728,1.329148,-2.755119
0.319349,-0.109001,-0.145678,0.116170,0.250728,1.329148,-2.755119
0.319349,-0.109001,-0.145678,0.116170,0.250728,1.329148,-2.755119
0.531406,0.071146,0.329033,0.135279,0.293467,1.091745,-3.304526
0.531406,0.071146,0.329033,0.135279,0.293467,1.091745,-3.304526
0.226722,-0.098696,0.707800,0.071473,-0.021519,0.784270,-3.714978
0.480024,0.237849,0.479819,-0.367231,-0.369770,0.864029,-2.921330
0.705365,-0.168283,0.147508,-0.295403,0.030868,0.786555,-2.708729
0.243507,-0.226723,-0.083168,-0.046848,0.504956,1.156518,-2.657305
0.243507,-0.226723,-0.083168,-0.046848,0.504956,1.156518,-2.657305
-0.139446,-0.211759,-0.275005,-0.532577,0.186144,1.185045,-2.628953
-0.139446,-0.211759,-0.275005,-0.532577,0.186144,1.185045,-2.628953
0.249523,-0.438751,0.173594,-0.369852,0.460444,1.508849,-2.969760
0.249523,-0.438751,0.173594,-0.369852,0.460444,1.508849,-2.969760
-0.023072,-0.613216,-0.097893,-0.156986,-0.014935,1.492687,-2.873666
0.328775,-0.298648,0.221777,0.008990,-0.180522,1.701998,-3.378837
0.328775,-0.298648,0.221777,0.008990,-0.180522,1.701998,-3.378837
0.328775,-0.298648,0.221777,0.008990,-0.180522,1.701998,-3.378837
0.465615,-0.641086,-0.059948,0.094031,-0.045757,1.445058,-2.907585
0.465615,-0.641086,-0.059948,0.094031,-0.045757,1.445058,-2.907585
0.843497,-0.462480,0.289841,0.246963,-0.130487,1.406871,-3.144161
0.843497,-0.462480,0.289841,0.246963,-0.130487,1.406871,-3.144161
0.464846,-0.038054,0.441792,0.734108,-0.076433,0.921591,-3.903736
0.464846,-0.038054,0.441792,0.734108,-0.076433,0.921591,-3.903736
0.187458,0.365940,0.616145,0.498477,-0.014161,0.519830,-3.312910
0.187458,0.365940,0.616145,0.498477,-0.014161,0.519830,-3.312910
0.187458,0.365940,0.616145,0.498477,-0.014161,0.519830,-3.312910
0.076869,-0.020433,0.136771,0.747018,0.029488,0.065480,-3.402631
0.429288,-0.100921,0.129719,0.296203,0.137558,0.219604,-3.332900
0.429288,-0.100921,0.129719,0.296203,0.137558,0.219604,-3.332900
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.013503,0.026383,0.289810,-0.146642,0.445849,0.430297,-3.468866
-0.195806,-0.091204,-0.045056,0.080106,0.327666,-0.028064,-2.323876
-0.100932,-0.283365,-0.179072,0.394999,0.221081,-0.428543,-2.671581
-0.100932,-0.283365,-0.179072,0.394999,0.221081,-0.428543,-2.671581
-0.100932,-0.283365,-0.179072,0.394999,0.221081,-0.428543,-2.671581
0.336200,-0.755377,-0.266320,0.186660,0.121959,-0.380570,-2.925800
0.168468,-1.113653,-0.229482,-0.200962,0.606442,-0.644004,-2.655898
0.126870,-0.861907,-0.400623,0.177540,0.280022,-0.979911,-2.909327
0.383297,-0.699439,-0.705568,-0.274166,-0.024478,-1.060486,-3.153157
0.113851,-0.650739,-0.312321,-0.034408,-0.018860,-1.212234,-3.120546
-0.075484,-0.269382,-0.377417,0.131767,0.134237,-1.319278,-3.527937
-0.075484,-0.269382,-0.377417,0.131767,0.134237,-1.319278,-3.527937
-0.131473,-0.055678,-0.346034,0.131888,-0.075027,-1.240699,-3.762264
-0.131473,-0.055678,-0.346034,0.131888,-0.075027,-1.240699,-3.762264
-0.546182,0.313905,-0.045743,-0.147901,-0.299087,-0.753478,-2.791515
-0.546182,0.313905,-0.045743,-0.147901,-0.299087,-0.753478,-2.791515
-0.490861,0.215626,0.147946,0.086612,-0.231555,-0.788100,-2.565489
-0.490861,0.215626,0.147946,0.086612,-0.231555,-0.788100,-2.565489
-0.490861,0.215626,0.147946,0.086612,-0.231555,-0.788100,-2.565489
-0.324481,0.053539,0.093701,0.094161,-0.173237,-0.919594,-2.630619
-0.590093,-0.424132,-0.145757,0.216250,-0.263950,-0.584355,-2.826518
-0.590093,-0.424132,-0.145757,0.216250,-0.263950,-0.584355,-2.826518
-0.095418,-0.244643,0.194544,0.352910,-0.381048,-0.751944,-2.680949
-0.095418,-0.244643,0.194544,0.352910,-0.381048,-0.751944,-2.680949
-0.095418,-0.244643,0.194544,0.352910,-0.381048,-0.751944,-2.680949
-0.253607,0.222629,-0.071709,0.820157,-0.499553,-0.754534,-2.587812
-0.295973,0.431212,-0.300569,0.995925,-0.345743,-0.569285,-2.695723
0.076307,0.769478,-0.327236,0.590629,-0.640883,-0.326076,-2.633689
0.076307,0.769478,-0.327236,0.590629,-0.640883,-0.326076,-2.633689
0.076307,0.769478,-0.327236,0.590629,-0.640883,-0.326076,-2.633689
-0.086609,0.539958,0.058997,0.497012,-0.957419,0.039362,-2.454041
0.264420,0.260459,0.283227,0.279238,-1.203802,-0.159401,-2.659547
0.264420,0.260459,0.283227,0.279238,-1.203802,-0.159401,-2.659547
0.264420,0.260459,0.283227,0.279238,-1.203802,-0.159401,-2.659547
0.565878,0.536112,0.398631,0.251832,-0.972052,-0.409160,-2.628017
0.565878,0.536112,0.398631,0.251832,-0.972052,-0.409160,-2.628017
0.565878,0.536112,0.398631,0.251832,-0.972052,-0.409160,-2.628017
0.735364,1.006344,0.672830,0.074586,-0.485190,-0.044921,-2.627512
0.735364,1.006344,0.672830,0.074586,-0.485190,-0.044921,-2.627512
0.837369,0.830870,0.476350,-0.250734,-0.409991,0.257138,-2.615341
0.837369,0.830870,0.476350,-0.250734,-0.409991,0.257138,-2.615341
0.837369,0.830870,0.476350,-0.250734,-0.409991,0.257138,-2.615341
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.259030,0.891284,0.789147,-0.232318,0.040297,0.021428,-2.735636
1.076283,0.776950,1.040114,-0.104123,0.404481,-0.395140,-2.885900
0.820059,0.424640,1.292606,-0.435529,0.118585,-0.264072,-2.624520
0.856652,0.010967,1.257631,-0.319149,0.575504,-0.201508,-2.727908
0.856652,0.010967,1.257631,-0.319149,0.575504,-0.201508,-2.727908
0.856652,0.010967,1.257631,-0.319149,0.575504,-0.201508,-2.727908
0.856652,0.010967,1.257631,-0.319149,0.575504,-0.201508,-2.727908
0.578855,0.360164,0.888161,-0.336917,1.070193,0.116885,-2.961584
0.265007,-0.005122,0.685152,-0.316382,1.538824,-0.094507,-2.884068
0.265007,-0.005122,0.685152,-0.316382,1.538824,-0.094507,-2.884068
0.217038,-0.452073,0.695212,-0.318822,1.452538,-0.078293,-2.698453
0.217038,-0.452073,0.695212,-0.318822,1.452538,-0.078293,-2.698453
0.335147,-0.243035,0.731865,0.092207,1.258005,-0.059552,-2.749831
0.095206,-0.677838,0.388829,0.351681,1.466371,0.170825,-2.655367
0.095206,-0.677838,0.388829,0.351681,1.466371,0.170825,-2.655367
-0.066693,-0.877027,0.115552,-0.049988,1.442084,-0.008740,-2.595645
0.271290,-0.602130,0.255662,-0.281595,1.354417,0.423829,-2.623697
0.271290,-0.602130,0.255662,-0.281595,1.354417,0.423829,-2.623697
-0.221881,-0.740883,-0.087813,-0.154856,0.964793,0.092131,-2.492269
-0.264916,-0.284043,0.269586,-0.182595,0.727881,0.002573,-2.542718
0.060602,0.011592,0.250215,0.146088,0.821251,-0.401228,-2.670632
0.060602,0.011592,0.250215,0.146088,0.821251,-0.401228,-2.670632
0.054773,0.344554,-0.085340,0.065840,0.530006,-0.080616,-3.921551
-0.428504,0.095576,0.159659,0.470297,0.299968,-0.253875,-2.382740
